stamp_sec,ref_stamp_sec,vib_stamp_sec,x,y,z,roll,pitch,yaw
1784309484.469781637,1784309484.469781637,1784309484.469781637,-0.409977,-0.070417,0.068768,-0.056038,0.027060,-0.057801
1784309484.536429405,1784309484.536429405,1784309484.536429405,-0.410142,-0.069872,0.069471,-0.060612,0.023045,-0.057914
1784309484.569712877,1784309484.569712877,1784309484.569712877,-0.410508,-0.070129,0.068934,-0.056786,0.022583,-0.058703
1784309484.669767857,1784309484.669767857,1784309484.669767857,-0.411424,-0.070196,0.068489,-0.056454,0.022396,-0.062368
1784309484.703070641,1784309484.703070641,1784309484.703070641,-0.411775,-0.070334,0.067162,-0.056131,0.020621,-0.062830
1784309484.736457825,1784309484.736457825,1784309484.736457825,-0.411480,-0.070449,0.068691,-0.052607,0.025015,-0.063281
1784309484.803106785,1784309484.803106785,1784309484.803106785,-0.411790,-0.069694,0.069303,-0.058825,0.024285,-0.065979
1784309484.836368799,1784309484.836368799,1784309484.836368799,-0.411969,-0.070541,0.069743,-0.049436,0.024917,-0.066223
1784309484.869753599,1784309484.869753599,1784309484.869753599,-0.412569,-0.069658,0.068910,-0.062456,0.015977,-0.066589
1784309484.903014660,1784309484.903014660,1784309484.903014660,-0.412889,-0.070079,0.068526,-0.054173,0.016448,-0.068048
1784309484.936401844,1784309484.936401844,1784309484.936401844,-0.412691,-0.070243,0.069575,-0.050831,0.019520,-0.068992
1784309484.969663858,1784309484.969663858,1784309484.969663858,-0.412942,-0.070280,0.069452,-0.052200,0.019380,-0.069743
1784309485.069700003,1784309485.069700003,1784309485.069700003,-0.413103,-0.069432,0.071409,-0.060676,0.014281,-0.070315
1784309485.103001356,1784309485.103001356,1784309485.103001356,-0.413873,-0.068996,0.069607,-0.067890,0.007165,-0.070664
1784309485.136387825,1784309485.136387825,1784309485.136387825,-0.413975,-0.069911,0.069997,-0.057106,0.008641,-0.071384
1784309485.203056812,1784309485.203056812,1784309485.203056812,-0.414128,-0.069808,0.069662,-0.055806,0.009947,-0.072734
1784309485.236318350,1784309485.236318350,1784309485.236318350,-0.414189,-0.069947,0.069276,-0.054765,0.010034,-0.072770
1784309485.269705057,1784309485.269705057,1784309485.269705057,-0.414117,-0.069717,0.070004,-0.058669,0.014000,-0.073371
1784309485.302945375,1784309485.302945375,1784309485.302945375,-0.414397,-0.070245,0.069171,-0.051441,0.012148,-0.074191
1784309485.336332798,1784309485.336332798,1784309485.336332798,-0.414301,-0.070151,0.070446,-0.052728,0.013918,-0.074901
1784309485.436262369,1784309485.436262369,1784309485.436262369,-0.414514,-0.069562,0.069075,-0.058450,0.009877,-0.074891
1784309485.469649315,1784309485.469649315,1784309485.469649315,-0.414493,-0.070383,0.067736,-0.050467,0.009920,-0.073661
1784309485.502933979,1784309485.502933979,1784309485.502933979,-0.414220,-0.070832,0.068989,-0.044382,0.014632,-0.073754
1784309485.602988005,1784309485.602988005,1784309485.602988005,-0.414411,-0.070961,0.068284,-0.043248,0.016503,-0.075104
1784309485.636270046,1784309485.636270046,1784309485.636270046,-0.414692,-0.070662,0.067295,-0.044503,0.011902,-0.075434
1784309485.669656992,1784309485.669656992,1784309485.669656992,-0.414767,-0.070917,0.066855,-0.041039,0.011882,-0.075888
1784309485.736283779,1784309485.736283779,1784309485.736283779,-0.414869,-0.071058,0.067041,-0.041119,0.011302,-0.076339
1784309485.836214066,1784309485.836214066,1784309485.836214066,-0.414499,-0.070542,0.067352,-0.049456,0.013014,-0.074383
1784309485.869600534,1784309485.869600534,1784309485.869600534,-0.414023,-0.070878,0.067561,-0.043752,0.013348,-0.072767
1784309485.902886152,1784309485.902886152,1784309485.902886152,-0.413745,-0.070524,0.066960,-0.050814,0.009330,-0.069979
1784309486.002899170,1784309486.002899170,1784309486.002899170,-0.412608,-0.070899,0.067590,-0.044347,0.012499,-0.065451
1784309486.036179304,1784309486.036179304,1784309486.036179304,-0.412754,-0.071424,0.065881,-0.040422,0.010619,-0.063855
1784309486.069566011,1784309486.069566011,1784309486.069566011,-0.412431,-0.070963,0.067331,-0.045496,0.012629,-0.063086
1784309486.102827311,1784309486.102827311,1784309486.102827311,-0.412376,-0.070885,0.067288,-0.047950,0.010457,-0.062569
1784309486.169455290,1784309486.169455290,1784309486.169455290,-0.412249,-0.070598,0.067599,-0.049532,0.010212,-0.062389
1784309486.202841997,1784309486.202841997,1784309486.202841997,-0.412064,-0.071116,0.068263,-0.041928,0.013253,-0.062153
1784309486.236144543,1784309486.236144543,1784309486.236144543,-0.412130,-0.070662,0.068033,-0.049509,0.010198,-0.061621
1784309486.302792788,1784309486.302792788,1784309486.302792788,-0.412052,-0.070226,0.068098,-0.052303,0.009884,-0.061289
1784309486.336179495,1784309486.336179495,1784309486.336179495,-0.412349,-0.070701,0.066306,-0.050554,0.007026,-0.060732
1784309486.369461536,1784309486.369461536,1784309486.369461536,-0.412008,-0.070184,0.068147,-0.056398,0.010197,-0.060731
1784309486.436110258,1784309486.436110258,1784309486.436110258,-0.411903,-0.069907,0.068158,-0.059200,0.009868,-0.060296
1784309486.469497681,1784309486.469497681,1784309486.469497681,-0.411987,-0.069965,0.067689,-0.057652,0.007853,-0.059985
1784309486.502778769,1784309486.502778769,1784309486.502778769,-0.411898,-0.069908,0.068180,-0.058934,0.008935,-0.060017
1784309486.569429636,1784309486.569429636,1784309486.569429636,-0.411675,-0.070257,0.068406,-0.053193,0.009005,-0.059540
1784309486.602815628,1784309486.602815628,1784309486.602815628,-0.411859,-0.070263,0.067320,-0.054919,0.007927,-0.058837
1784309486.636097670,1784309486.636097670,1784309486.636097670,-0.411780,-0.070196,0.067612,-0.054578,0.007746,-0.058907
1784309486.702726841,1784309486.702726841,1784309486.702726841,-0.412280,-0.069903,0.066441,-0.060517,0.006026,-0.059971
1784309486.769392729,1784309486.769392729,1784309486.769392729,-0.412096,-0.069797,0.067061,-0.061690,0.005344,-0.059628
1784309486.802778959,1784309486.802778959,1784309486.802778959,-0.411700,-0.069791,0.069297,-0.061184,0.010968,-0.059177
1784309486.836041451,1784309486.836041451,1784309486.836041451,-0.411880,-0.070094,0.067701,-0.058040,0.007484,-0.058790
1784309486.936095953,1784309486.936095953,1784309486.936095953,-0.411712,-0.069971,0.068119,-0.058422,0.008882,-0.058227
1784309486.969378948,1784309486.969378948,1784309486.969378948,-0.411775,-0.070439,0.067505,-0.051682,0.007387,-0.058304
1784309487.036026478,1784309487.036026478,1784309487.036026478,-0.411906,-0.069603,0.068717,-0.064042,0.009486,-0.059214
1784309487.069413900,1784309487.069413900,1784309487.069413900,-0.412111,-0.069146,0.068840,-0.064603,0.007153,-0.061304
1784309487.102674961,1784309487.102674961,1784309487.102674961,-0.412511,-0.069484,0.069248,-0.061416,0.006830,-0.062558
1784309487.136061668,1784309487.136061668,1784309487.136061668,-0.412889,-0.069148,0.069775,-0.064295,0.007664,-0.064981
1784309487.202730179,1784309487.202730179,1784309487.202730179,-0.413034,-0.069103,0.070389,-0.063543,0.008803,-0.066376
1784309487.235970974,1784309487.235970974,1784309487.235970974,-0.413097,-0.068997,0.069878,-0.066281,0.006064,-0.065911
1784309487.269357681,1784309487.269357681,1784309487.269357681,-0.413146,-0.069031,0.070234,-0.065828,0.009343,-0.066232
1784309487.302598000,1784309487.302598000,1784309487.302598000,-0.413403,-0.069234,0.069364,-0.063843,0.007200,-0.067011
1784309487.335987806,1784309487.335987806,1784309487.335987806,-0.413350,-0.069491,0.070235,-0.061219,0.010696,-0.067503
1784309487.369246483,1784309487.369246483,1784309487.369246483,-0.413769,-0.068610,0.069714,-0.071096,0.008214,-0.069499
1784309487.469703674,1784309487.469703674,1784309487.469703674,-0.415339,-0.068847,0.068786,-0.067751,0.004559,-0.075696
1784309487.503009796,1784309487.503009796,1784309487.503009796,-0.415480,-0.069133,0.069745,-0.061623,0.005800,-0.078826
1784309487.536392927,1784309487.536392927,1784309487.536392927,-0.416031,-0.068881,0.069902,-0.067166,0.006048,-0.080990
1784309487.603041410,1784309487.603041410,1784309487.603041410,-0.416473,-0.068908,0.069688,-0.066539,0.006333,-0.083380
1784309487.636282206,1784309487.636282206,1784309487.636282206,-0.416546,-0.069101,0.069230,-0.063426,0.005131,-0.083729
1784309487.736295700,1784309487.736295700,1784309487.736295700,-0.416588,-0.068499,0.070957,-0.071265,0.007520,-0.085188
1784309487.769599676,1784309487.769599676,1784309487.769599676,-0.417011,-0.068964,0.070675,-0.064782,0.009136,-0.086652
1784309487.802985668,1784309487.802985668,1784309487.802985668,-0.417383,-0.068582,0.070030,-0.067767,0.005436,-0.088262
1784309487.836249113,1784309487.836249113,1784309487.836249113,-0.417475,-0.069069,0.070613,-0.061217,0.007519,-0.089349
1784309487.869633675,1784309487.869633675,1784309487.869633675,-0.417817,-0.067935,0.071437,-0.074709,0.006895,-0.091238
1784309487.902879953,1784309487.902879953,1784309487.902879953,-0.418137,-0.068648,0.071199,-0.066074,0.006210,-0.092078
1784309487.936261177,1784309487.936261177,1784309487.936261177,-0.418644,-0.068108,0.070582,-0.071837,0.004154,-0.093844
1784309487.969564915,1784309487.969564915,1784309487.969564915,-0.418995,-0.067936,0.070695,-0.074113,0.003928,-0.095966
1784309488.036215544,1784309488.036215544,1784309488.036215544,-0.420000,-0.068144,0.069273,-0.069652,-0.001015,-0.099473
1784309488.069599867,1784309488.069599867,1784309488.069599867,-0.420137,-0.067457,0.070926,-0.081312,0.001611,-0.100653
1784309488.102881908,1784309488.102881908,1784309488.102881908,-0.420382,-0.067414,0.071620,-0.077686,0.002898,-0.102797
1784309488.169530153,1784309488.169530153,1784309488.169530153,-0.420546,-0.067930,0.072152,-0.072829,0.004123,-0.104071
1784309488.202919960,1784309488.202919960,1784309488.202919960,-0.420636,-0.067873,0.072313,-0.071470,0.005817,-0.105004
1784309488.236198187,1784309488.236198187,1784309488.236198187,-0.421135,-0.067712,0.070618,-0.076847,0.001121,-0.105022
1784309488.336214066,1784309488.336214066,1784309488.336214066,-0.421209,-0.067058,0.072265,-0.083705,0.002799,-0.106527
1784309488.369494915,1784309488.369494915,1784309488.369494915,-0.421559,-0.067853,0.071542,-0.075009,0.002357,-0.107242
1784309488.402883291,1784309488.402883291,1784309488.402883291,-0.421653,-0.067776,0.071425,-0.073708,-0.000580,-0.108391
1784309488.469530344,1784309488.469530344,1784309488.469530344,-0.421819,-0.067757,0.070559,-0.075668,-0.000988,-0.107858
1784309488.502771378,1784309488.502771378,1784309488.502771378,-0.421392,-0.067977,0.070722,-0.071498,-0.000537,-0.106898
1784309488.536156654,1784309488.536156654,1784309488.536156654,-0.420866,-0.067701,0.071525,-0.075609,0.002232,-0.104944
1784309488.602847099,1784309488.602847099,1784309488.602847099,-0.420208,-0.067831,0.071758,-0.071891,0.003738,-0.102339
1784309488.636108637,1784309488.636108637,1784309488.636108637,-0.420223,-0.067531,0.071595,-0.076034,0.001922,-0.101922
1784309488.669497728,1784309488.669497728,1784309488.669497728,-0.420575,-0.067755,0.070480,-0.078824,0.000633,-0.101128
1784309488.736164331,1784309488.736164331,1784309488.736164331,-0.420325,-0.067710,0.070608,-0.077328,0.000808,-0.100843
1784309488.769428492,1784309488.769428492,1784309488.769428492,-0.420169,-0.068424,0.069542,-0.068516,0.001726,-0.099408
1784309488.802812099,1784309488.802812099,1784309488.802812099,-0.419672,-0.067793,0.070026,-0.076287,-0.000726,-0.097601
1784309488.869440556,1784309488.869440556,1784309488.869440556,-0.418792,-0.067876,0.071066,-0.072458,0.003302,-0.093995
1784309488.902742386,1784309488.902742386,1784309488.902742386,-0.418355,-0.068110,0.071247,-0.068878,0.004629,-0.092378
1784309488.936129570,1784309488.936129570,1784309488.936129570,-0.418149,-0.067999,0.070978,-0.073863,0.003475,-0.090224
1784309489.002777338,1784309489.002777338,1784309489.002777338,-0.417855,-0.068142,0.069972,-0.071984,0.002392,-0.087615
1784309489.036020517,1784309489.036020517,1784309489.036020517,-0.417493,-0.067906,0.070787,-0.073858,0.001252,-0.086429
1784309489.069405794,1784309489.069405794,1784309489.069405794,-0.417666,-0.068452,0.069273,-0.067205,-0.000475,-0.086131
1784309489.102666855,1784309489.102666855,1784309489.102666855,-0.417563,-0.067877,0.069845,-0.075172,0.000921,-0.085868
1784309489.169314384,1784309489.169314384,1784309489.169314384,-0.417061,-0.067995,0.071221,-0.075154,0.003523,-0.084513
1784309489.202701330,1784309489.202701330,1784309489.202701330,-0.416963,-0.067979,0.071136,-0.073025,0.003640,-0.083750
1784309489.302672863,1784309489.302672863,1784309489.302672863,-0.416365,-0.067928,0.071314,-0.074703,0.002519,-0.080830
1784309489.336061239,1784309489.336061239,1784309489.336061239,-0.416407,-0.068785,0.069785,-0.065172,0.003613,-0.079709
1784309489.469356060,1784309489.469356060,1784309489.469356060,-0.416067,-0.068821,0.071417,-0.063029,0.005029,-0.080047
1784309489.502638817,1784309489.502638817,1784309489.502638817,-0.416076,-0.068587,0.071791,-0.065522,0.006543,-0.080279
1784309489.536025763,1784309489.536025763,1784309489.536025763,-0.416053,-0.068696,0.070920,-0.066448,0.005376,-0.078859
1784309489.569286346,1784309489.569286346,1784309489.569286346,-0.416164,-0.068675,0.070114,-0.066226,0.005763,-0.078834
1784309489.602673054,1784309489.602673054,1784309489.602673054,-0.415933,-0.068675,0.070966,-0.065874,0.005169,-0.078470
1784309489.635915756,1784309489.635915756,1784309489.635915756,-0.416168,-0.068414,0.070818,-0.067932,0.004950,-0.079916
1784309489.669300795,1784309489.669300795,1784309489.669300795,-0.416356,-0.068601,0.070845,-0.062015,0.004460,-0.081567
1784309489.735948324,1784309489.735948324,1784309489.735948324,-0.416933,-0.068420,0.071791,-0.063952,0.006077,-0.084669
1784309489.769210577,1784309489.769210577,1784309489.769210577,-0.417314,-0.069097,0.071548,-0.057328,0.008050,-0.086536
1784309489.802597046,1784309489.802597046,1784309489.802597046,-0.417780,-0.068630,0.071770,-0.063932,0.007074,-0.088768
1784309489.869244576,1784309489.869244576,1784309489.869244576,-0.418528,-0.068246,0.073426,-0.064246,0.007987,-0.094688
1784309489.902529001,1784309489.902529001,1784309489.902529001,-0.419186,-0.068313,0.073155,-0.063617,0.008648,-0.097381
1784309489.935914278,1784309489.935914278,1784309489.935914278,-0.419820,-0.068083,0.072532,-0.067337,0.005389,-0.099860
1784309490.002582788,1784309490.002582788,1784309490.002582788,-0.420675,-0.068034,0.073041,-0.065670,0.006634,-0.104721
1784309490.035866737,1784309490.035866737,1784309490.035866737,-0.421361,-0.067852,0.072011,-0.065872,0.002831,-0.107396
1784309490.069255114,1784309490.069255114,1784309490.069255114,-0.422014,-0.067488,0.071864,-0.070019,0.001307,-0.109922
1784309490.135900259,1784309490.135900259,1784309490.135900259,-0.422401,-0.067518,0.073815,-0.069380,0.005564,-0.113819
1784309490.169161320,1784309490.169161320,1784309490.169161320,-0.422603,-0.067281,0.074183,-0.071681,0.005788,-0.115381
1784309490.202548027,1784309490.202548027,1784309490.202548027,-0.422755,-0.067505,0.074145,-0.070336,0.006491,-0.115572
1784309490.269237995,1784309490.269237995,1784309490.269237995,-0.422615,-0.067287,0.074846,-0.072202,0.006179,-0.116409
1784309490.302520990,1784309490.302520990,1784309490.302520990,-0.422705,-0.067413,0.074589,-0.071869,0.006909,-0.115869
1784309490.402534008,1784309490.402534008,1784309490.402534008,-0.423118,-0.067227,0.072721,-0.075612,0.002402,-0.116389
1784309490.435822964,1784309490.435822964,1784309490.435822964,-0.422777,-0.067402,0.074471,-0.071923,0.004596,-0.116505
1784309490.469204187,1784309490.469204187,1784309490.469204187,-0.422879,-0.067254,0.074276,-0.071120,0.004772,-0.117517
1784309490.502486229,1784309490.502486229,1784309490.502486229,-0.422789,-0.066995,0.075321,-0.074261,0.005174,-0.117330
1784309490.569112539,1784309490.569112539,1784309490.569112539,-0.423255,-0.067334,0.073452,-0.071283,0.002431,-0.118238
1784309490.602502584,1784309490.602502584,1784309490.602502584,-0.423517,-0.067301,0.073984,-0.072300,0.004287,-0.119319
1784309490.635784388,1784309490.635784388,1784309490.635784388,-0.423888,-0.066801,0.073639,-0.077549,0.001495,-0.120662
1784309490.702450514,1784309490.702450514,1784309490.702450514,-0.423995,-0.067280,0.074288,-0.073349,0.002719,-0.121066
1784309490.735841513,1784309490.735841513,1784309490.735841513,-0.424265,-0.066585,0.072688,-0.080172,-0.001607,-0.121356
1784309490.769098759,1784309490.769098759,1784309490.769098759,-0.423685,-0.066743,0.075101,-0.077683,0.003122,-0.120854
1784309490.869112968,1784309490.869112968,1784309490.869112968,-0.423230,-0.066691,0.073633,-0.078576,-0.000189,-0.117995
1784309490.902398109,1784309490.902398109,1784309490.902398109,-0.422992,-0.066831,0.073371,-0.078717,0.000742,-0.116597
1784309490.935782909,1784309490.935782909,1784309490.935782909,-0.422820,-0.066963,0.072168,-0.078291,-0.000423,-0.114856
1784309491.002429724,1784309491.002429724,1784309491.002429724,-0.422242,-0.066787,0.072601,-0.078522,0.000427,-0.112610
1784309491.102339506,1784309491.102339506,1784309491.102339506,-0.421781,-0.067115,0.072510,-0.077697,-0.000315,-0.109446
1784309491.135729551,1784309491.135729551,1784309491.135729551,-0.421380,-0.067131,0.073586,-0.075979,0.002414,-0.108505
1784309491.169010162,1784309491.169010162,1784309491.169010162,-0.421540,-0.066425,0.072171,-0.083761,-0.001983,-0.107777
1784309491.269043446,1784309491.269043446,1784309491.269043446,-0.420874,-0.066908,0.071549,-0.078554,-0.002584,-0.104017
1784309491.302325964,1784309491.302325964,1784309491.302325964,-0.420343,-0.066667,0.072871,-0.084354,0.001187,-0.102033
1784309491.335713148,1784309491.335713148,1784309491.335713148,-0.420242,-0.067267,0.070925,-0.076223,-0.002912,-0.100333
1784309491.402362585,1784309491.402362585,1784309491.402362585,-0.419384,-0.067236,0.071646,-0.078093,-0.001748,-0.095864
1784309491.435642958,1784309491.435642958,1784309491.435642958,-0.418817,-0.066566,0.072972,-0.086932,0.001841,-0.093641
1784309491.469030619,1784309491.469030619,1784309491.469030619,-0.418750,-0.067168,0.070993,-0.081073,-0.002576,-0.091470
1784309491.535677433,1784309491.535677433,1784309491.535677433,-0.418345,-0.067185,0.070801,-0.080743,-0.003656,-0.089371
1784309491.568939209,1784309491.568939209,1784309491.568939209,-0.418063,-0.066887,0.071595,-0.080826,-0.003559,-0.089092
1784309491.602326632,1784309491.602326632,1784309491.602326632,-0.418177,-0.066799,0.070729,-0.083971,-0.005758,-0.087965
1784309491.635587215,1784309491.635587215,1784309491.635587215,-0.417741,-0.067209,0.071727,-0.078314,-0.002068,-0.087145
1784309491.702235937,1784309491.702235937,1784309491.702235937,-0.417684,-0.066933,0.071428,-0.082314,-0.002696,-0.085944
1784309491.735631943,1784309491.735631943,1784309491.735631943,-0.417158,-0.067090,0.073239,-0.081156,0.000584,-0.085117
1784309491.768926382,1784309491.768926382,1784309491.768926382,-0.417314,-0.066956,0.071700,-0.081251,-0.002987,-0.084747
1784309491.802313566,1784309491.802313566,1784309491.802313566,-0.417384,-0.066812,0.071848,-0.083823,-0.001527,-0.085145
1784309491.868959904,1784309491.868959904,1784309491.868959904,-0.417604,-0.067085,0.071981,-0.080657,-0.000058,-0.086268
1784309491.902201414,1784309491.902201414,1784309491.902201414,-0.417971,-0.066604,0.070433,-0.086607,-0.004163,-0.086894
1784309491.935587168,1784309491.935587168,1784309491.935587168,-0.417711,-0.066481,0.071683,-0.086997,-0.002700,-0.086361
1784309492.002235174,1784309492.002235174,1784309492.002235174,-0.417314,-0.066855,0.071267,-0.085503,-0.004158,-0.083739
1784309492.035538435,1784309492.035538435,1784309492.035538435,-0.416855,-0.067099,0.073023,-0.082014,0.000869,-0.082863
1784309492.068925381,1784309492.068925381,1784309492.068925381,-0.416897,-0.066497,0.072861,-0.090869,-0.000888,-0.082856
1784309492.135573626,1784309492.135573626,1784309492.135573626,-0.417586,-0.066511,0.071800,-0.085932,-0.002497,-0.086124
1784309492.168837786,1784309492.168837786,1784309492.168837786,-0.417864,-0.066697,0.072059,-0.086192,-0.002292,-0.087617
1784309492.202221394,1784309492.202221394,1784309492.202221394,-0.418063,-0.066425,0.074431,-0.086428,0.003067,-0.090893
1784309492.268870354,1784309492.268870354,1784309492.268870354,-0.419423,-0.066176,0.073506,-0.088943,0.000112,-0.096958
1784309492.302131176,1784309492.302131176,1784309492.302131176,-0.419886,-0.065447,0.074513,-0.095190,-0.000522,-0.100415
1784309492.335518599,1784309492.335518599,1784309492.335518599,-0.420501,-0.065964,0.073932,-0.089037,0.000021,-0.103340
1784309492.402166128,1784309492.402166128,1784309492.402166128,-0.421109,-0.066428,0.073549,-0.083697,-0.000607,-0.106699
1784309492.435472250,1784309492.435472250,1784309492.435472250,-0.421359,-0.066197,0.073645,-0.088833,-0.001045,-0.107480
1784309492.468858004,1784309492.468858004,1784309492.468858004,-0.421576,-0.066177,0.073450,-0.085790,-0.001385,-0.108601
1784309492.535503864,1784309492.535503864,1784309492.535503864,-0.421637,-0.065247,0.074672,-0.097476,-0.001043,-0.110102
1784309492.568765402,1784309492.568765402,1784309492.568765402,-0.421959,-0.065692,0.074143,-0.092301,-0.001980,-0.110729
1784309492.602152586,1784309492.602152586,1784309492.602152586,-0.421685,-0.065795,0.075778,-0.090425,0.001466,-0.111637
1784309492.635434628,1784309492.635434628,1784309492.635434628,-0.422260,-0.065404,0.074092,-0.093032,-0.001489,-0.113132
1784309492.735489845,1784309492.735489845,1784309492.735489845,-0.422854,-0.065506,0.073330,-0.096563,-0.004377,-0.113930
1784309492.768775225,1784309492.768775225,1784309492.768775225,-0.422719,-0.065336,0.074220,-0.095345,-0.003218,-0.115072
1784309492.868786335,1784309492.868786335,1784309492.868786335,-0.423070,-0.065354,0.074199,-0.095038,-0.003409,-0.116768
1784309492.902027845,1784309492.902027845,1784309492.902027845,-0.423277,-0.065417,0.074291,-0.093460,-0.002911,-0.117463
1784309492.935416937,1784309492.935416937,1784309492.935416937,-0.423458,-0.065658,0.074890,-0.091315,-0.000909,-0.119130
1784309493.002061605,1784309493.002061605,1784309493.002061605,-0.424574,-0.065587,0.073390,-0.091516,-0.004827,-0.122982
1784309493.035323620,1784309493.035323620,1784309493.035323620,-0.424953,-0.065426,0.073096,-0.092232,-0.006969,-0.125120
1784309493.068711281,1784309493.068711281,1784309493.068711281,-0.424871,-0.065217,0.075598,-0.094911,-0.002722,-0.126801
1784309493.101973534,1784309493.101973534,1784309493.101973534,-0.425585,-0.065616,0.072789,-0.090205,-0.008805,-0.127339
1784309493.168641090,1784309493.168641090,1784309493.168641090,-0.425370,-0.065771,0.073666,-0.087045,-0.006911,-0.127707
1784309493.202027321,1784309493.202027321,1784309493.202027321,-0.425383,-0.064614,0.074277,-0.103058,-0.006917,-0.127251
1784309493.235330343,1784309493.235330343,1784309493.235330343,-0.425099,-0.065311,0.074244,-0.091185,-0.007106,-0.127372
1784309493.301978588,1784309493.301978588,1784309493.301978588,-0.424711,-0.065803,0.073929,-0.089850,-0.004801,-0.124777
1784309493.335366249,1784309493.335366249,1784309493.335366249,-0.424402,-0.065700,0.074352,-0.089543,-0.004657,-0.123706
1784309493.435295820,1784309493.435295820,1784309493.435295820,-0.423578,-0.065757,0.074385,-0.088851,-0.003890,-0.119349
1784309493.468684673,1784309493.468684673,1784309493.468684673,-0.423220,-0.065891,0.074432,-0.089419,-0.002414,-0.117259
1784309493.501985073,1784309493.501985073,1784309493.501985073,-0.422908,-0.066101,0.073596,-0.086867,-0.003227,-0.114849
1784309493.568635702,1784309493.568635702,1784309493.568635702,-0.421402,-0.066748,0.074344,-0.079170,0.000808,-0.108507
1784309493.602021694,1784309493.602021694,1784309493.602021694,-0.421058,-0.066185,0.072970,-0.086205,-0.003831,-0.104614
1784309493.635282278,1784309493.635282278,1784309493.635282278,-0.420275,-0.066558,0.072360,-0.083033,-0.005908,-0.099863
1784309493.701908827,1784309493.701908827,1784309493.701908827,-0.419107,-0.066763,0.073028,-0.080579,-0.002109,-0.094485
1784309493.735296726,1784309493.735296726,1784309493.735296726,-0.418870,-0.066245,0.073665,-0.088021,-0.000435,-0.093506
1784309493.835244656,1784309493.835244656,1784309493.835244656,-0.418550,-0.066395,0.074462,-0.085771,0.001403,-0.092885
1784309493.868613005,1784309493.868613005,1784309493.868613005,-0.418564,-0.066989,0.073568,-0.078533,0.001270,-0.092147
1784309493.901895285,1784309493.901895285,1784309493.901895285,-0.418538,-0.066433,0.073101,-0.084323,-0.003590,-0.090972
1784309493.935298920,1784309493.935298920,1784309493.935298920,-0.418162,-0.067113,0.073225,-0.077393,-0.000443,-0.089806
1784309494.001929760,1784309494.001929760,1784309494.001929760,-0.417590,-0.067469,0.072919,-0.073069,-0.002245,-0.086398
1784309494.035171986,1784309494.035171986,1784309494.035171986,-0.417360,-0.066851,0.073531,-0.082484,-0.002000,-0.084773
1784309494.068557024,1784309494.068557024,1784309494.068557024,-0.417304,-0.066695,0.072845,-0.084021,-0.002727,-0.083690
1784309494.101861238,1784309494.101861238,1784309494.101861238,-0.416723,-0.066906,0.073972,-0.079818,-0.000637,-0.081756
1784309494.135248661,1784309494.135248661,1784309494.135248661,-0.416357,-0.067199,0.073797,-0.075307,-0.000234,-0.079907
1784309494.201915741,1784309494.201915741,1784309494.201915741,-0.415833,-0.067321,0.074126,-0.073491,0.000982,-0.077609
1784309494.235156298,1784309494.235156298,1784309494.235156298,-0.415954,-0.067606,0.072943,-0.072243,-0.000129,-0.076840
1784309494.268545389,1784309494.268545389,1784309494.268545389,-0.415389,-0.067901,0.074448,-0.067379,0.001586,-0.075914
1784309494.335170507,1784309494.335170507,1784309494.335170507,-0.415338,-0.067519,0.074775,-0.072570,0.001602,-0.075131
1784309494.368433237,1784309494.368433237,1784309494.368433237,-0.415537,-0.067435,0.074177,-0.075755,0.000613,-0.074930
1784309494.401819229,1784309494.401819229,1784309494.401819229,-0.415407,-0.067807,0.074365,-0.068821,0.000251,-0.075348
1784309494.468466759,1784309494.468466759,1784309494.468466759,-0.415445,-0.067917,0.074653,-0.067267,0.002872,-0.076582
1784309494.601804733,1784309494.601804733,1784309494.601804733,-0.416785,-0.067105,0.075083,-0.076301,0.005706,-0.084757
1784309494.635087729,1784309494.635087729,1784309494.635087729,-0.417271,-0.067156,0.076240,-0.074482,0.009630,-0.088743
1784309494.668473482,1784309494.668473482,1784309494.668473482,-0.417938,-0.067262,0.076192,-0.070936,0.008422,-0.092605
1784309494.701756001,1784309494.701756001,1784309494.701756001,-0.418832,-0.067195,0.075975,-0.071973,0.008270,-0.097332
1784309494.735142708,1784309494.735142708,1784309494.735142708,-0.419744,-0.067211,0.075449,-0.069504,0.007220,-0.101670
1784309494.768405199,1784309494.768405199,1784309494.768405199,-0.420258,-0.067908,0.075640,-0.060830,0.008977,-0.105067
1784309494.801790953,1784309494.801790953,1784309494.801790953,-0.420856,-0.066908,0.074718,-0.073539,0.003336,-0.106912
1784309494.868418455,1784309494.868418455,1784309494.868418455,-0.420972,-0.066841,0.075011,-0.075363,0.004701,-0.107972
1784309494.901726961,1784309494.901726961,1784309494.901726961,-0.420691,-0.067323,0.076508,-0.070368,0.009254,-0.107851
1784309494.935108423,1784309494.935108423,1784309494.935108423,-0.420886,-0.066409,0.075787,-0.080782,0.004618,-0.107818
1784309495.035018206,1784309495.035018206,1784309495.035018206,-0.421597,-0.066829,0.074830,-0.074157,0.003241,-0.110738
1784309495.068406582,1784309495.068406582,1784309495.068406582,-0.422050,-0.066828,0.073223,-0.074637,-0.000339,-0.111908
1784309495.135074615,1784309495.135074615,1784309495.135074615,-0.421955,-0.067076,0.075109,-0.071230,0.003659,-0.113226
1784309495.168355227,1784309495.168355227,1784309495.168355227,-0.422111,-0.067009,0.075096,-0.070961,0.003224,-0.114130
