stamp_sec,ref_stamp_sec,vib_stamp_sec,x,y,z,roll,pitch,yaw
1784309473.371705055,1784309473.371705055,1784309473.371705055,-0.412707,-0.070837,0.071602,-0.066464,0.006049,-0.060116
1784309473.438374043,1784309473.438374043,1784309473.438374043,-0.412541,-0.070964,0.072502,-0.064324,0.007138,-0.060790
1784309473.471760988,1784309473.471760988,1784309473.471760988,-0.412711,-0.070563,0.072379,-0.068108,0.006658,-0.060905
1784309473.505023956,1784309473.505023956,1784309473.505023956,-0.412410,-0.070833,0.074177,-0.064591,0.009906,-0.061198
1784309473.571670294,1784309473.571670294,1784309473.571670294,-0.412499,-0.070657,0.074013,-0.066326,0.008901,-0.061553
1784309473.605058432,1784309473.605058432,1784309473.605058432,-0.412527,-0.070834,0.074148,-0.065297,0.008747,-0.061156
1784309473.638339520,1784309473.638339520,1784309473.638339520,-0.413107,-0.070425,0.071570,-0.071303,0.002961,-0.061359
1784309473.704987049,1784309473.704987049,1784309473.704987049,-0.413086,-0.070721,0.072478,-0.067724,0.004941,-0.062511
1784309473.738374233,1784309473.738374233,1784309473.738374233,-0.413461,-0.070260,0.072291,-0.074264,0.006323,-0.062848
1784309473.771636963,1784309473.771636963,1784309473.771636963,-0.413348,-0.069708,0.072326,-0.078600,0.003079,-0.063049
1784309473.838262558,1784309473.838262558,1784309473.838262558,-0.413292,-0.070263,0.072580,-0.072046,0.003900,-0.063469
1784309473.904932022,1784309473.904932022,1784309473.904932022,-0.413449,-0.069604,0.072396,-0.082265,0.002027,-0.063210
1784309473.938319445,1784309473.938319445,1784309473.938319445,-0.413273,-0.070358,0.073138,-0.072544,0.005788,-0.063425
1784309474.004989386,1784309474.004989386,1784309474.004989386,-0.413791,-0.069953,0.071055,-0.077105,-0.000493,-0.064062
1784309474.038251877,1784309474.038251877,1784309474.038251877,-0.413662,-0.069267,0.072321,-0.088620,0.002090,-0.064201
1784309474.138264179,1784309474.138264179,1784309474.138264179,-0.413531,-0.069684,0.072792,-0.078886,0.002978,-0.064340
1784309474.171546221,1784309474.171546221,1784309474.171546221,-0.413496,-0.069771,0.073080,-0.080023,0.005181,-0.064352
1784309474.204931736,1784309474.204931736,1784309474.204931736,-0.414013,-0.068890,0.071169,-0.091375,-0.001004,-0.064346
1784309474.238193035,1784309474.238193035,1784309474.238193035,-0.413974,-0.069130,0.071371,-0.087077,-0.001603,-0.064671
1784309474.271582365,1784309474.271582365,1784309474.271582365,-0.414096,-0.069096,0.071120,-0.086964,-0.001754,-0.065306
1784309474.304845333,1784309474.304845333,1784309474.304845333,-0.413956,-0.069130,0.072189,-0.087287,0.001268,-0.065796
1784309474.371490002,1784309474.371490002,1784309474.371490002,-0.414007,-0.069336,0.072159,-0.084630,-0.000558,-0.065545
1784309474.404877901,1784309474.404877901,1784309474.404877901,-0.413925,-0.068974,0.072901,-0.087556,0.001713,-0.065967
1784309474.538213968,1784309474.538213968,1784309474.538213968,-0.414198,-0.069247,0.071927,-0.085706,-0.000076,-0.066535
1784309474.571498394,1784309474.571498394,1784309474.571498394,-0.414424,-0.069207,0.071734,-0.086512,-0.000042,-0.067979
1784309474.604883671,1784309474.604883671,1784309474.604883671,-0.414417,-0.069232,0.073821,-0.083269,0.004645,-0.070013
1784309474.671531677,1784309474.671531677,1784309474.671531677,-0.416235,-0.068975,0.071540,-0.083414,-0.001418,-0.076884
1784309474.704772234,1784309474.704772234,1784309474.704772234,-0.416721,-0.069337,0.072579,-0.078513,0.002647,-0.081134
1784309474.738160610,1784309474.738160610,1784309474.738160610,-0.417321,-0.069099,0.073741,-0.080381,0.002821,-0.084330
1784309474.771399021,1784309474.771399021,1784309474.771399021,-0.417997,-0.068518,0.073657,-0.084988,0.001247,-0.087356
1784309474.804785728,1784309474.804785728,1784309474.804785728,-0.418285,-0.069295,0.074034,-0.078462,0.001772,-0.088747
1784309474.838047743,1784309474.838047743,1784309474.838047743,-0.418129,-0.068794,0.076197,-0.083631,0.005915,-0.089813
1784309474.904736996,1784309474.904736996,1784309474.904736996,-0.418620,-0.069198,0.072995,-0.080401,0.000582,-0.089434
1784309474.938130617,1784309474.938130617,1784309474.938130617,-0.418310,-0.069075,0.074408,-0.080477,0.006372,-0.089879
1784309474.971428633,1784309474.971428633,1784309474.971428633,-0.418294,-0.069260,0.074227,-0.078857,0.003500,-0.089140
1784309475.071482658,1784309475.071482658,1784309475.071482658,-0.418505,-0.069272,0.074287,-0.079114,0.005008,-0.090546
1784309475.104744196,1784309475.104744196,1784309475.104744196,-0.418551,-0.068857,0.074728,-0.083205,0.006258,-0.090963
1784309475.138130665,1784309475.138130665,1784309475.138130665,-0.418474,-0.069145,0.074579,-0.079009,0.006419,-0.090806
1784309475.171372175,1784309475.171372175,1784309475.171372175,-0.418422,-0.069292,0.074586,-0.074535,0.007798,-0.091280
1784309475.338035345,1784309475.338035345,1784309475.338035345,-0.418589,-0.069602,0.074511,-0.071739,0.008745,-0.092209
1784309475.371338844,1784309475.371338844,1784309475.371338844,-0.418559,-0.069675,0.074836,-0.070264,0.008904,-0.092027
1784309475.438006401,1784309475.438006401,1784309475.438006401,-0.418649,-0.070728,0.073616,-0.057189,0.009162,-0.092112
1784309475.471392393,1784309475.471392393,1784309475.471392393,-0.418664,-0.069658,0.074245,-0.070652,0.007735,-0.092440
1784309475.504654169,1784309475.504654169,1784309475.504654169,-0.418868,-0.070161,0.073092,-0.065797,0.008090,-0.092005
1784309475.571322680,1784309475.571322680,1784309475.571322680,-0.418643,-0.069367,0.074504,-0.076254,0.008609,-0.091808
1784309475.604709387,1784309475.604709387,1784309475.604709387,-0.418487,-0.070148,0.074534,-0.064065,0.009788,-0.092236
1784309475.637992144,1784309475.637992144,1784309475.637992144,-0.418653,-0.069383,0.074606,-0.075725,0.007324,-0.092240
1784309475.704618931,1784309475.704618931,1784309475.704618931,-0.418508,-0.069229,0.075084,-0.075627,0.009264,-0.092292
1784309475.738005877,1784309475.738005877,1784309475.738005877,-0.418737,-0.069156,0.074116,-0.076942,0.005161,-0.091857
1784309475.771290064,1784309475.771290064,1784309475.771290064,-0.418879,-0.069237,0.073304,-0.077193,0.004821,-0.091916
1784309475.804674625,1784309475.804674625,1784309475.804674625,-0.418621,-0.068917,0.074813,-0.078952,0.007701,-0.092359
1784309475.904584646,1784309475.904584646,1784309475.904584646,-0.418602,-0.068825,0.074683,-0.078816,0.005978,-0.092553
1784309475.937972307,1784309475.937972307,1784309475.937972307,-0.418827,-0.068961,0.073637,-0.082506,0.005315,-0.091841
1784309475.971253395,1784309475.971253395,1784309475.971253395,-0.418514,-0.069098,0.074826,-0.076129,0.007043,-0.092242
1784309476.004639864,1784309476.004639864,1784309476.004639864,-0.418839,-0.068967,0.073619,-0.079009,0.004736,-0.092176
1784309476.037922144,1784309476.037922144,1784309476.037922144,-0.418752,-0.069012,0.073970,-0.080118,0.005713,-0.091871
1784309476.071309805,1784309476.071309805,1784309476.071309805,-0.418856,-0.068682,0.073617,-0.083599,0.004417,-0.092101
1784309476.104592085,1784309476.104592085,1784309476.104592085,-0.419088,-0.068231,0.072467,-0.088446,0.000083,-0.091916
1784309476.204605818,1784309476.204605818,1784309476.204605818,-0.418814,-0.068372,0.073347,-0.087697,0.002331,-0.091715
1784309476.237888813,1784309476.237888813,1784309476.237888813,-0.418551,-0.069316,0.074072,-0.076179,0.005912,-0.091193
1784309476.271275997,1784309476.271275997,1784309476.271275997,-0.418763,-0.068425,0.072910,-0.084515,0.000933,-0.091946
1784309476.337901592,1784309476.337901592,1784309476.337901592,-0.418629,-0.068932,0.073751,-0.080672,0.004450,-0.091362
1784309476.371144772,1784309476.371144772,1784309476.371144772,-0.418701,-0.068019,0.074441,-0.092815,0.004802,-0.091719
1784309476.404528618,1784309476.404528618,1784309476.404528618,-0.418743,-0.068101,0.073905,-0.090565,0.002370,-0.091875
1784309476.471218586,1784309476.471218586,1784309476.471218586,-0.418906,-0.068037,0.073212,-0.092494,0.000184,-0.091861
1784309476.504501104,1784309476.504501104,1784309476.504501104,-0.418860,-0.067763,0.073515,-0.095532,0.000312,-0.091594
1784309476.571150303,1784309476.571150303,1784309476.571150303,-0.418636,-0.068038,0.074384,-0.092489,0.003490,-0.091476
1784309476.604535818,1784309476.604535818,1784309476.604535818,-0.419083,-0.068059,0.072240,-0.092124,-0.001481,-0.091304
1784309476.637776852,1784309476.637776852,1784309476.637776852,-0.418752,-0.067827,0.073236,-0.093197,-0.000181,-0.092068
1784309476.737852812,1784309476.737852812,1784309476.737852812,-0.419220,-0.067563,0.071596,-0.100631,-0.002427,-0.091250
1784309476.771135807,1784309476.771135807,1784309476.771135807,-0.418664,-0.068292,0.073521,-0.089596,0.000135,-0.091248
1784309476.804522753,1784309476.804522753,1784309476.804522753,-0.418977,-0.068259,0.072773,-0.091256,-0.000446,-0.091409
1784309476.837783575,1784309476.837783575,1784309476.837783575,-0.418973,-0.068521,0.072781,-0.085392,-0.000297,-0.091965
1784309476.871170282,1784309476.871170282,1784309476.871170282,-0.418888,-0.069017,0.073485,-0.083012,0.003108,-0.091924
1784309476.904411316,1784309476.904411316,1784309476.904411316,-0.419030,-0.068494,0.073152,-0.087515,0.000694,-0.092652
1784309476.971037865,1784309476.971037865,1784309476.971037865,-0.419278,-0.068633,0.072950,-0.084366,-0.000060,-0.093456
1784309477.104397297,1784309477.104397297,1784309477.104397297,-0.419497,-0.067913,0.073909,-0.092194,0.001361,-0.095605
1784309477.137783527,1784309477.137783527,1784309477.137783527,-0.419550,-0.068189,0.075219,-0.085865,0.006842,-0.097388
1784309477.171091557,1784309477.171091557,1784309477.171091557,-0.420248,-0.068300,0.073596,-0.087452,0.003214,-0.098724
1784309477.204452991,1784309477.204452991,1784309477.204452991,-0.420699,-0.067945,0.073877,-0.089223,0.001798,-0.101258
1784309477.237713814,1784309477.237713814,1784309477.237713814,-0.421452,-0.067855,0.072926,-0.089912,-0.000684,-0.103858
1784309477.271101236,1784309477.271101236,1784309477.271101236,-0.421564,-0.068546,0.073974,-0.079683,0.002696,-0.106065
1784309477.304341316,1784309477.304341316,1784309477.304341316,-0.422052,-0.068337,0.074095,-0.083427,0.003097,-0.107737
1784309477.371010542,1784309477.371010542,1784309477.371010542,-0.421886,-0.068539,0.075308,-0.079026,0.006099,-0.108933
1784309477.404397011,1784309477.404397011,1784309477.404397011,-0.421899,-0.068239,0.074028,-0.085663,0.003774,-0.107465
1784309477.504348040,1784309477.504348040,1784309477.504348040,-0.421265,-0.068589,0.074405,-0.081504,0.005990,-0.104927
1784309477.537734747,1784309477.537734747,1784309477.537734747,-0.421198,-0.068764,0.074408,-0.079773,0.006271,-0.104645
1784309477.570997238,1784309477.570997238,1784309477.570997238,-0.420883,-0.069657,0.074906,-0.067174,0.009294,-0.104063
1784309477.637665272,1784309477.637665272,1784309477.637665272,-0.420764,-0.069290,0.073908,-0.072726,0.006530,-0.102291
1784309477.671052217,1784309477.671052217,1784309477.671052217,-0.420723,-0.069010,0.073684,-0.073365,0.005785,-0.102561
1784309477.704314470,1784309477.704314470,1784309477.704314470,-0.420580,-0.069205,0.073739,-0.070799,0.007109,-0.102358
1784309477.770940542,1784309477.770940542,1784309477.770940542,-0.420244,-0.069872,0.074504,-0.064356,0.009805,-0.100886
1784309477.804327726,1784309477.804327726,1784309477.804327726,-0.420122,-0.069425,0.074595,-0.067988,0.009240,-0.100982
1784309477.904257774,1784309477.904257774,1784309477.904257774,-0.419848,-0.069688,0.073638,-0.070007,0.008063,-0.098169
1784309477.970929384,1784309477.970929384,1784309477.970929384,-0.418980,-0.070502,0.075172,-0.059944,0.012282,-0.095597
1784309478.037555218,1784309478.037555218,1784309478.037555218,-0.418661,-0.069216,0.074899,-0.072892,0.009282,-0.093970
1784309478.170892000,1784309478.170892000,1784309478.170892000,-0.418216,-0.069572,0.072704,-0.071067,0.004332,-0.089519
1784309478.204281330,1784309478.204281330,1784309478.204281330,-0.417860,-0.069721,0.073919,-0.068331,0.008464,-0.089095
1784309478.237562180,1784309478.237562180,1784309478.237562180,-0.417926,-0.069965,0.072792,-0.064159,0.005147,-0.088399
1784309478.270947933,1784309478.270947933,1784309478.270947933,-0.417648,-0.069449,0.073755,-0.071013,0.006268,-0.087856
1784309478.304209232,1784309478.304209232,1784309478.304209232,-0.417661,-0.069110,0.072315,-0.073757,0.001888,-0.086677
1784309478.337597132,1784309478.337597132,1784309478.337597132,-0.417055,-0.069742,0.073794,-0.067574,0.006678,-0.084833
1784309478.437464714,1784309478.437464714,1784309478.437464714,-0.417010,-0.069545,0.072663,-0.069947,0.004431,-0.083406
1784309478.470850229,1784309478.470850229,1784309478.470850229,-0.417111,-0.069422,0.072844,-0.072526,0.004761,-0.084137
1784309478.504115105,1784309478.504115105,1784309478.504115105,-0.416888,-0.069519,0.073986,-0.070406,0.007237,-0.084197
1784309478.537498474,1784309478.537498474,1784309478.537498474,-0.416815,-0.069473,0.073777,-0.070579,0.005895,-0.083781
1784309478.570760489,1784309478.570760489,1784309478.570760489,-0.416647,-0.069017,0.074555,-0.077233,0.007845,-0.083354
1784309478.604147196,1784309478.604147196,1784309478.604147196,-0.417067,-0.069380,0.072300,-0.072287,0.003346,-0.083621
1784309478.637449741,1784309478.637449741,1784309478.637449741,-0.417041,-0.069393,0.073294,-0.070882,0.004281,-0.084596
1784309478.704118967,1784309478.704118967,1784309478.704118967,-0.417574,-0.068630,0.073144,-0.078601,0.005590,-0.087078
1784309478.737505913,1784309478.737505913,1784309478.737505913,-0.417511,-0.068426,0.074004,-0.081351,0.006906,-0.087734
1784309478.770788431,1784309478.770788431,1784309478.770788431,-0.417792,-0.068958,0.073303,-0.074618,0.005531,-0.088122
1784309478.837456942,1784309478.837456942,1784309478.837456942,-0.418248,-0.068783,0.073079,-0.075074,0.005544,-0.090837
1784309478.870844841,1784309478.870844841,1784309478.870844841,-0.418694,-0.069088,0.072207,-0.074489,0.005416,-0.091771
1784309478.904104948,1784309478.904104948,1784309478.904104948,-0.418663,-0.068726,0.073287,-0.078036,0.005510,-0.093096
1784309478.970733166,1784309478.970733166,1784309478.970733166,-0.419195,-0.069296,0.072255,-0.070802,0.003752,-0.095214
1784309479.004120588,1784309479.004120588,1784309479.004120588,-0.419532,-0.068731,0.072620,-0.076839,0.004647,-0.096720
1784309479.037403584,1784309479.037403584,1784309479.037403584,-0.419856,-0.068855,0.072020,-0.074615,0.002310,-0.098263
1784309479.104052782,1784309479.104052782,1784309479.104052782,-0.420513,-0.068586,0.072375,-0.076588,0.002962,-0.102115
1784309479.137437344,1784309479.137437344,1784309479.137437344,-0.420924,-0.068388,0.072121,-0.079609,0.002964,-0.103589
1784309479.170720577,1784309479.170720577,1784309479.170720577,-0.420967,-0.067942,0.072522,-0.083422,0.002350,-0.104436
1784309479.237369299,1784309479.237369299,1784309479.237369299,-0.421093,-0.069138,0.072041,-0.071216,0.004627,-0.104628
1784309479.270753622,1784309479.270753622,1784309479.270753622,-0.421110,-0.068799,0.072345,-0.074549,0.004491,-0.105541
1784309479.304038286,1784309479.304038286,1784309479.304038286,-0.421613,-0.068558,0.071152,-0.077676,0.001882,-0.106445
1784309479.370662928,1784309479.370662928,1784309479.370662928,-0.422260,-0.067911,0.069889,-0.086744,-0.002243,-0.108345
1784309479.404052258,1784309479.404052258,1784309479.404052258,-0.421911,-0.068688,0.072071,-0.074341,0.002885,-0.109333
1784309479.437331915,1784309479.437331915,1784309479.437331915,-0.422219,-0.068160,0.071616,-0.083214,0.001431,-0.109528
1784309479.503952742,1784309479.503952742,1784309479.503952742,-0.422458,-0.068632,0.071803,-0.075719,0.002346,-0.111445
1784309479.537340403,1784309479.537340403,1784309479.537340403,-0.422433,-0.068438,0.072163,-0.076221,0.002560,-0.111969
1784309479.604009151,1784309479.604009151,1784309479.604009151,-0.422547,-0.068181,0.071295,-0.081431,-0.000282,-0.111204
1784309479.637269974,1784309479.637269974,1784309479.637269974,-0.422221,-0.068067,0.071432,-0.082346,0.000062,-0.110820
1784309479.737325430,1784309479.737325430,1784309479.737325430,-0.421972,-0.068094,0.072198,-0.083861,0.002531,-0.109255
1784309479.770566225,1784309479.770566225,1784309479.770566225,-0.421751,-0.068619,0.072295,-0.074537,0.002951,-0.108819
1784309479.803952932,1784309479.803952932,1784309479.803952932,-0.421991,-0.068438,0.071107,-0.080873,0.000150,-0.108116
1784309479.870643854,1784309479.870643854,1784309479.870643854,-0.421873,-0.068225,0.071135,-0.081152,0.000146,-0.107872
1784309479.903905392,1784309479.903905392,1784309479.903905392,-0.421609,-0.068241,0.072084,-0.081124,0.001095,-0.107480
1784309479.937291384,1784309479.937291384,1784309479.937291384,-0.421620,-0.067849,0.071709,-0.086640,0.000702,-0.107004
1784309480.003959656,1784309480.003959656,1784309480.003959656,-0.421324,-0.068689,0.072012,-0.077008,0.003990,-0.105566
1784309480.037221432,1784309480.037221432,1784309480.037221432,-0.421325,-0.068142,0.071556,-0.082137,0.000891,-0.105569
1784309480.137256145,1784309480.137256145,1784309480.137256145,-0.420814,-0.068483,0.073203,-0.079647,0.005325,-0.104883
1784309480.170540094,1784309480.170540094,1784309480.170540094,-0.420695,-0.068288,0.073165,-0.081454,0.004653,-0.104543
1784309480.203925133,1784309480.203925133,1784309480.203925133,-0.420531,-0.068638,0.073229,-0.076398,0.005512,-0.103613
1784309480.237165451,1784309480.237165451,1784309480.237165451,-0.420385,-0.068438,0.073368,-0.080807,0.004659,-0.102404
1784309480.270552158,1784309480.270552158,1784309480.270552158,-0.420304,-0.068675,0.072780,-0.078056,0.003516,-0.102063
1784309480.303792953,1784309480.303792953,1784309480.303792953,-0.420362,-0.069077,0.072003,-0.073262,0.003407,-0.101415
1784309480.337179661,1784309480.337179661,1784309480.337179661,-0.420315,-0.068497,0.072122,-0.079797,0.002197,-0.101200
1784309480.403806686,1784309480.403806686,1784309480.403806686,-0.420216,-0.068627,0.072241,-0.076631,0.001492,-0.101245
1784309480.437110424,1784309480.437110424,1784309480.437110424,-0.419957,-0.069065,0.073527,-0.071116,0.007422,-0.101244
1784309480.570448637,1784309480.570448637,1784309480.570448637,-0.419359,-0.067967,0.073869,-0.084417,0.003676,-0.097862
1784309480.603835106,1784309480.603835106,1784309480.603835106,-0.419233,-0.068727,0.073516,-0.076261,0.005138,-0.096812
1784309480.637117147,1784309480.637117147,1784309480.637117147,-0.419164,-0.068500,0.073201,-0.077459,0.004459,-0.096544
1784309480.670504808,1784309480.670504808,1784309480.670504808,-0.419276,-0.068430,0.072952,-0.080146,0.004160,-0.096275
1784309480.703744411,1784309480.703744411,1784309480.703744411,-0.419277,-0.068362,0.072220,-0.078486,0.001032,-0.095745
1784309480.737136364,1784309480.737136364,1784309480.737136364,-0.419326,-0.068670,0.072307,-0.076481,0.002555,-0.096153
1784309480.770371675,1784309480.770371675,1784309480.770371675,-0.419274,-0.068540,0.072887,-0.076403,0.003411,-0.096534
1784309480.837020159,1784309480.837020159,1784309480.837020159,-0.419467,-0.069101,0.072949,-0.070880,0.004146,-0.097315
1784309480.870406389,1784309480.870406389,1784309480.870406389,-0.419479,-0.068892,0.074312,-0.071449,0.007809,-0.099374
1784309480.903711319,1784309480.903711319,1784309480.903711319,-0.419843,-0.068495,0.074291,-0.075116,0.007175,-0.100712
1784309480.970378399,1784309480.970378399,1784309480.970378399,-0.420584,-0.069332,0.073179,-0.066263,0.006798,-0.103384
1784309481.003767490,1784309481.003767490,1784309481.003767490,-0.421082,-0.068991,0.072198,-0.070412,0.004464,-0.104911
1784309481.037048101,1784309481.037048101,1784309481.037048101,-0.421451,-0.069094,0.070755,-0.067456,0.000226,-0.106087
1784309481.137104034,1784309481.137104034,1784309481.137104034,-0.421996,-0.069132,0.072755,-0.065697,0.006113,-0.111017
1784309481.270378590,1784309481.270378590,1784309481.270378590,-0.424733,-0.068757,0.073323,-0.061265,0.005036,-0.127213
1784309481.303661108,1784309481.303661108,1784309481.303661108,-0.425546,-0.068738,0.072442,-0.061868,0.004055,-0.130131
1784309481.337047577,1784309481.337047577,1784309481.337047577,-0.425951,-0.068398,0.071873,-0.064155,0.000978,-0.132056
1784309481.403717279,1784309481.403717279,1784309481.403717279,-0.425711,-0.068893,0.072153,-0.061551,0.002448,-0.130975
1784309481.503626108,1784309481.503626108,1784309481.503626108,-0.425783,-0.068585,0.071149,-0.065196,0.001224,-0.130480
1784309481.537013531,1784309481.537013531,1784309481.537013531,-0.425523,-0.068585,0.072705,-0.064184,0.004013,-0.130877
1784309481.570296049,1784309481.570296049,1784309481.570296049,-0.425590,-0.068220,0.072544,-0.066717,0.003280,-0.130987
1784309481.670330763,1784309481.670330763,1784309481.670330763,-0.425252,-0.068814,0.072910,-0.064158,0.007204,-0.129214
1784309481.703570843,1784309481.703570843,1784309481.703570843,-0.425017,-0.068282,0.073217,-0.069113,0.004804,-0.128733
1784309481.736957312,1784309481.736957312,1784309481.736957312,-0.425226,-0.069070,0.070826,-0.061025,0.002770,-0.127489
1784309481.770205736,1784309481.770205736,1784309481.770205736,-0.424877,-0.068899,0.072006,-0.061863,0.004342,-0.127258
1784309481.836846828,1784309481.836846828,1784309481.836846828,-0.424844,-0.068691,0.070772,-0.065391,-0.001722,-0.125348
1784309481.870232821,1784309481.870232821,1784309481.870232821,-0.424469,-0.068730,0.072103,-0.065677,0.004400,-0.124581
1784309481.903537512,1784309481.903537512,1784309481.903537512,-0.424170,-0.068563,0.071905,-0.067351,-0.000134,-0.122769
1784309481.970204830,1784309481.970204830,1784309481.970204830,-0.423678,-0.068425,0.072519,-0.068123,0.000836,-0.120544
1784309482.003592253,1784309482.003592253,1784309482.003592253,-0.423463,-0.068683,0.072113,-0.066039,0.000500,-0.119016
1784309482.036874533,1784309482.036874533,1784309482.036874533,-0.423336,-0.068588,0.072068,-0.067862,0.001933,-0.117966
1784309482.070261002,1784309482.070261002,1784309482.070261002,-0.422963,-0.069095,0.072200,-0.065409,0.000521,-0.115647
1784309482.103522539,1784309482.103522539,1784309482.103522539,-0.422783,-0.068455,0.072625,-0.070662,0.001024,-0.114886
1784309482.170149088,1784309482.170149088,1784309482.170149088,-0.422299,-0.067940,0.072063,-0.077155,-0.002882,-0.111207
1784309482.236819029,1784309482.236819029,1784309482.236819029,-0.421759,-0.068572,0.072002,-0.068712,-0.000540,-0.109002
1784309482.270205021,1784309482.270205021,1784309482.270205021,-0.421718,-0.068027,0.071810,-0.076846,-0.002786,-0.107779
1784309482.303487301,1784309482.303487301,1784309482.303487301,-0.421178,-0.068781,0.073533,-0.066390,0.001575,-0.107247
1784309482.370136023,1784309482.370136023,1784309482.370136023,-0.421040,-0.067795,0.072628,-0.080391,-0.002793,-0.104820
1784309482.403522015,1784309482.403522015,1784309482.403522015,-0.420858,-0.067795,0.073375,-0.080495,0.000010,-0.104218
1784309482.436804295,1784309482.436804295,1784309482.436804295,-0.420662,-0.067891,0.072320,-0.077945,-0.003660,-0.102998
1784309482.503453016,1784309482.503453016,1784309482.503453016,-0.420234,-0.068282,0.071763,-0.074412,-0.003980,-0.099666
1784309482.536839485,1784309482.536839485,1784309482.536839485,-0.419998,-0.067506,0.072778,-0.082125,-0.003369,-0.099349
1784309482.636769772,1784309482.636769772,1784309482.636769772,-0.419412,-0.067392,0.073433,-0.084037,-0.003455,-0.097012
1784309482.703438520,1784309482.703438520,1784309482.703438520,-0.418972,-0.068166,0.072254,-0.075756,-0.004783,-0.093622
1784309482.770066500,1784309482.770066500,1784309482.770066500,-0.418475,-0.068145,0.072338,-0.077023,-0.005128,-0.091036
1784309482.803453684,1784309482.803453684,1784309482.803453684,-0.417891,-0.067948,0.075505,-0.078882,0.002596,-0.090896
1784309482.903383493,1784309482.903383493,1784309482.903383493,-0.418313,-0.067783,0.072909,-0.080682,-0.004405,-0.090494
1784309482.936771154,1784309482.936771154,1784309482.936771154,-0.418406,-0.068065,0.071615,-0.079472,-0.006547,-0.089270
1784309482.970052004,1784309482.970052004,1784309482.970052004,-0.417997,-0.067827,0.072790,-0.083248,-0.004425,-0.088266
1784309483.036681175,1784309483.036681175,1784309483.036681175,-0.417424,-0.068532,0.073022,-0.074356,-0.003831,-0.085723
1784309483.070066452,1784309483.070066452,1784309483.070066452,-0.417382,-0.067888,0.071517,-0.082074,-0.007686,-0.083848
1784309483.103349209,1784309483.103349209,1784309483.103349209,-0.416643,-0.068302,0.072650,-0.079753,-0.004536,-0.080977
1784309483.169998169,1784309483.169998169,1784309483.169998169,-0.415506,-0.068013,0.072204,-0.085749,-0.004107,-0.074462
1784309483.203383446,1784309483.203383446,1784309483.203383446,-0.414592,-0.069136,0.072132,-0.073735,-0.002395,-0.069880
1784309483.303313971,1784309483.303313971,1784309483.303313971,-0.410669,-0.068995,0.070814,-0.078214,0.001998,-0.052541
1784309483.336703300,1784309483.336703300,1784309483.336703300,-0.409546,-0.069140,0.069223,-0.078091,0.003150,-0.046150
1784309483.369983435,1784309483.369983435,1784309483.369983435,-0.407884,-0.069433,0.071100,-0.072961,0.008371,-0.041015
1784309483.436609983,1784309483.436609983,1784309483.436609983,-0.406213,-0.069314,0.071213,-0.071433,0.011046,-0.033388
1784309483.469997406,1784309483.469997406,1784309483.469997406,-0.406420,-0.068774,0.068870,-0.080293,0.005922,-0.031933
1784309483.503279924,1784309483.503279924,1784309483.503279924,-0.406208,-0.068941,0.071137,-0.074638,0.008865,-0.032854
1784309483.569934130,1784309483.569934130,1784309483.569934130,-0.407442,-0.068862,0.069908,-0.074262,0.006389,-0.038674
1784309483.603314400,1784309483.603314400,1784309483.603314400,-0.407725,-0.069005,0.070089,-0.071841,0.008801,-0.040747
1784309483.636595964,1784309483.636595964,1784309483.636595964,-0.408029,-0.068497,0.069992,-0.080304,0.009012,-0.041837
1784309483.669982910,1784309483.669982910,1784309483.669982910,-0.407964,-0.069391,0.070159,-0.065634,0.010069,-0.042342
1784309483.703265190,1784309483.703265190,1784309483.703265190,-0.408141,-0.068834,0.069683,-0.073685,0.006914,-0.042216
1784309483.736651659,1784309483.736651659,1784309483.736651659,-0.408138,-0.068643,0.069880,-0.075154,0.006694,-0.042320
1784309483.836561441,1784309483.836561441,1784309483.836561441,-0.408926,-0.068791,0.069587,-0.072209,0.006825,-0.045945
1784309483.869948864,1784309483.869948864,1784309483.869948864,-0.409325,-0.068615,0.070000,-0.076717,0.009884,-0.047576
1784309483.903230429,1784309483.903230429,1784309483.903230429,-0.409646,-0.069368,0.070034,-0.066776,0.011554,-0.050015
1784309483.936616898,1784309483.936616898,1784309483.936616898,-0.410266,-0.068876,0.069610,-0.071621,0.010170,-0.053122
1784309483.969860554,1784309483.969860554,1784309483.969860554,-0.410721,-0.069207,0.069415,-0.069753,0.009482,-0.055312
1784309484.003244638,1784309484.003244638,1784309484.003244638,-0.411017,-0.069450,0.069350,-0.064318,0.010741,-0.057430
1784309484.103195667,1784309484.103195667,1784309484.103195667,-0.410884,-0.069272,0.070984,-0.067899,0.015014,-0.058722
1784309484.136586428,1784309484.136586428,1784309484.136586428,-0.411030,-0.069013,0.070028,-0.071891,0.013170,-0.058636
1784309484.236472607,1784309484.236472607,1784309484.236472607,-0.411061,-0.069200,0.069202,-0.070491,0.016388,-0.059265
1784309484.269858360,1784309484.269858360,1784309484.269858360,-0.410612,-0.069001,0.070746,-0.074050,0.018005,-0.058416
1784309484.303100109,1784309484.303100109,1784309484.303100109,-0.410683,-0.069175,0.070059,-0.069597,0.014528,-0.058210
1784309484.336485147,1784309484.336485147,1784309484.336485147,-0.410422,-0.069501,0.070729,-0.065134,0.020883,-0.058361
1784309484.403145552,1784309484.403145552,1784309484.403145552,-0.410451,-0.069748,0.068636,-0.064073,0.023410,-0.058313
1784309484.436396837,1784309484.436396837,1784309484.436396837,-0.410365,-0.069773,0.068298,-0.063549,0.023425,-0.057962
